,player_id,datetime,minutes,predmin
0,424,2024-09-21,0,0
1,424,2024-09-28,0,1
2,424,2024-10-05,0,0
3,424,2024-10-19,0,0
4,424,2024-10-25,0,0
5,424,2024-11-02,19,0
6,424,2024-11-10,7,16
7,424,2024-11-23,70,19
8,424,2024-11-30,0,46
9,424,2024-12-03,73,21
10,424,2024-12-08,61,57
11,424,2024-12-14,90,51
12,424,2024-12-22,0,60
13,424,2024-12-26,0,41
14,424,2024-12-29,0,23
15,424,2025-01-04,0,10
16,424,2025-01-15,24,0
17,424,2025-01-18,26,20
18,424,2025-01-26,0,27
19,424,2025-02-01,0,13
20,424,2025-02-15,0,10
21,424,2025-02-21,0,7
22,424,2025-02-27,0,0
23,424,2025-03-09,0,0
24,424,2025-03-16,8,0
25,424,2025-04-02,0,8
26,424,2025-04-07,0,3
27,424,2025-04-12,90,4
28,424,2025-04-20,0,44
29,424,2025-04-26,45,20
30,424,2025-05-03,83,31
31,424,2025-05-11,76,57
32,424,2025-05-18,79,60
33,424,2023-01-03,0,69
34,424,2023-02-11,0,1
35,424,2023-02-19,0,0
36,424,2023-02-25,0,2
37,424,2023-03-04,0,2
38,424,2023-03-11,0,2
39,424,2023-03-18,0,1
40,424,2023-04-01,0,1
41,424,2023-04-04,0,1
42,424,2023-04-08,0,0
43,424,2023-04-15,0,1
44,424,2023-04-22,0,3
45,424,2023-04-25,0,0
46,424,2023-05-01,0,1
47,424,2023-05-08,0,0
48,424,2023-05-15,0,0
49,424,2023-05-22,0,1
50,424,2023-05-28,0,3
51,265,2024-09-21,0,0
52,265,2024-09-28,0,0
53,265,2024-10-05,0,0
54,265,2024-10-21,0,2
55,265,2024-10-27,0,1
56,265,2024-11-02,0,1
57,265,2024-11-09,0,0
58,265,2024-11-23,0,0
59,265,2024-11-30,0,0
60,265,2024-12-03,0,0
61,265,2024-12-07,0,1
62,265,2024-12-15,0,2
63,265,2024-12-21,0,0
64,265,2024-12-26,0,3
65,265,2024-12-29,0,0
66,265,2025-01-04,0,1
67,265,2025-01-15,0,-1
68,265,2025-01-18,0,0
69,265,2025-01-26,0,0
70,265,2025-02-02,0,0
71,265,2025-02-15,0,0
72,265,2025-02-22,0,0
73,265,2025-02-25,0,0
74,265,2025-03-08,0,-1
75,265,2025-04-02,0,0
76,265,2025-04-05,0,1
77,265,2025-04-12,0,0
78,265,2025-04-16,0,4
79,265,2025-04-19,0,0
80,265,2025-04-23,0,1
